,subjects,abstract,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,corp_creators,userid,lastmod,uri,full_text_status,refereed,ispublished,publisher,documents,divisions,type,dir,publication,issn,creators,number,date_type,volume,official_url,related_url,book_title,pagerange,pres_type,event_location,event_title,event_type,event_dates,contributors,place_of_pub,id_number,contact_email,funders,pages,isbn,editors
150,['JF'],"WACANA memperketat artis masuk ke panggung politik menjadi berita yang menghangat dalam beberapa hari terakhir. Pemerintah, misalnya, melalui Kementerian Dalam Negeri setidaknya mengajukan 13 poin penting perubahan dalam RUU Pemilihan Umum (RUU Penyelenggaraan Pemilu). Seperti biasa menjelang pemilihan umum, regulasi yang mengaturkan juga ‘seolah’ harus berdaptasi dengan kondisi harian dan kontestasi politik saat ini. Sistem proporsional terbuka dianggap sebagai sebuah sistem yang kemudian melahirkan liberalisasi politik yang terus terang saja berbasis kapital, baik uang maupun popularitas.",2019-04-29 04:28:40,archive,7,show,RUU dan Artis Berpolitik,11176,2019-04-29 04:28:40,,570,2019-04-29 04:28:40,http://repository.lppm.unila.ac.id/id/eprint/11176,public,TRUE,pub,Media Indonesia,"[{'formatdesc': 'RUU dan Artis Berpolitik', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24169', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/102045', 'objectid': 24169, 'filesize': 95797, 'datasetid': 'document', 'filename': 'main', 'hash': 'b0ce629c064b175a1250cd5d1bce8790', 'mtime': '2019-04-16 03:48:12', 'hash_type': 'MD5', 'mime_type': 'text/html', 'fileid': 102045}, {'mtime': '2019-04-16 03:48:12', 'hash_type': 'MD5', 'hash': 'abfc797e92b08e1efdbee9a72b3293c8', 'filename': '64699-ruu-dan-artis-berpolitik', 'fileid': 102046, 'mime_type': 'text/html', 'filesize': 74165, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102046', 'objectid': 24169}], 'main': '64699-ruu-dan-artis-berpolitik', 'docid': 24169, 'content': 'published', 'mime_type': 'text/html', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 11176}]",['FISIP3'],article,disk0/00/01/11/76,RUU dan Artis Berpolitik,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}}]",,published,,http://mediaindonesia.com/read/detail/64699-ruu-dan-artis-berpolitik,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
151,['JF'],"FEBRUARI 2016, Partai Golkar akan menyelenggarakan Musyawarah Nasional untuk menentukan kepemimpinan pasca-Aburizal Bakrie yang secara tegas tidak berminat maju kembali sebagai ketua umum. Ini sebuah momen menarik bagi Partai Golkar, misalkan menarik menyimak kontestasi Partai Golkar yang selalu berpolemik dan mengalami konflik internal yang panjang setelah Pemilihan Presiden 2014 pada beberapa pilkada di Tanah Air.Data menyimpulkan bahwa secara tidak langsung konflik internal Partai Golkar sangat berpengaruh pada tingkat kemenangan Partai Golkar di ajang pilkada. Misalnya, pada ajang Pilkada Desember 2015, dari 116 pasangan calon Partai Golkar, partai ini hanya memenangi tidak sampai 50%. Hal ini dengan tegas disampaikan melalui media oleh Ketua Dewan Pertimbangan Partai Golkar, Akbar Tandjung, pada Desember 2015.",2019-04-29 04:28:42,archive,9,show,Rekonsiliasi untuk Golkar,11177,2019-04-29 04:28:42,,570,2019-04-29 04:28:42,http://repository.lppm.unila.ac.id/id/eprint/11177,public,TRUE,pub,Media Indonesia,"[{'docid': 24171, 'main': '26179-rekonsiliasi-untuk-golkar', 'files': [{'objectid': 24171, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102054', 'datasetid': 'document', 'filesize': 73464, 'fileid': 102054, 'mime_type': 'text/html', 'mtime': '2019-04-16 03:52:36', 'hash_type': 'MD5', 'filename': '26179-rekonsiliasi-untuk-golkar', 'hash': '3c7eed49e6d5703cc901a0ff045ae9e0'}, {'hash': '65e61323035d1dcddae4281cbefa2a6d', 'filename': 'main', 'mtime': '2019-04-16 03:52:36', 'hash_type': 'MD5', 'mime_type': 'text/html', 'fileid': 102055, 'filesize': 95783, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102055', 'objectid': 24171}], 'format': 'text', 'pos': 2, 'formatdesc': 'Rekonsiliasi untuk Golkar', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24171', 'eprintid': 11177, 'security': 'public', 'placement': 2, 'language': 'id', 'mime_type': 'text/html'}]",['FISIP3'],article,disk0/00/01/11/77,Rekonsiliasi untuk Golkar,,"[{'name': {'lineage': None, 'family': 'Warganegara', 'honourific': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,[{'url': 'http://mediaindonesia.com/read/detail/26179-rekonsiliasi-untuk-golkar'}],,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
152,"['JA', 'JF']",,2023-04-06 00:54:18,archive,8,show,Similarity Book Chapter Disrupsi Pemerintahan- Reformasi Elektoral,49715,2023-04-06 00:54:18,,570,2023-04-06 00:54:18,http://repository.lppm.unila.ac.id/id/eprint/49715,public,,pub,Pusaka Media,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189351', 'rev_number': 1, 'main': 'Similarity Disrupsi Pemerintahan_Reformasi Elektoral.pdf', 'docid': 189351, 'files': [{'datasetid': 'document', 'filesize': 248597, 'fileid': 538733, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-05 14:49:41', 'hash': '08a2f7666bec0e2465afdf753aa62bb4', 'filename': 'Similarity Disrupsi Pemerintahan_Reformasi Elektoral.pdf', 'objectid': 189351, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538733'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49715, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0_bak/00/04/97/15,,,"[{'name': {'given': 'Arizka', 'lineage': None, 'honourific': None, 'family': 'Warganegara'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
153,"['JA', 'JS']",,2023-04-06 00:54:14,archive,8,show,Similarity Book Chapter Disrupsi Pemerintahan- Zona Integritas,49714,2023-04-06 00:54:14,,570,2023-04-06 00:54:14,http://repository.lppm.unila.ac.id/id/eprint/49714,public,,pub,Pusaka Media,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/538724', 'objectid': 189350, 'hash': '6e52932dc943c0459d470e8086593652', 'filename': 'Similarity Disrupsi Pemerintahan Zona Integritas.pdf', 'mtime': '2023-04-05 14:47:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 538724, 'filesize': 227241, 'datasetid': 'document'}], 'docid': 189350, 'main': 'Similarity Disrupsi Pemerintahan Zona Integritas.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189350', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 49714, 'language': 'en', 'mime_type': 'application/pdf'}]",['FISIP3'],other,disk0_bak/00/04/97/14,,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
154,['JA'],,2023-04-06 00:54:22,archive,10,show,Similarity Book Chapter Pilkada di Masa Pandemi,49716,2023-04-06 00:54:22,,570,2023-04-06 00:54:22,http://repository.lppm.unila.ac.id/id/eprint/49716,public,,pub,Pusaka Media,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189352', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2023-04-05 14:53:00', 'hash_type': 'MD5', 'hash': '4c6cba397ac36faa2d6e4a7e1436351d', 'filename': 'Similarity PILKADA DI MASA PANDEMI.pdf', 'fileid': 538742, 'mime_type': 'application/pdf', 'filesize': 317651, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/538742', 'objectid': 189352}], 'docid': 189352, 'main': 'Similarity PILKADA DI MASA PANDEMI.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 49716}]",['FISIP3'],other,disk0_bak/00/04/97/16,,,"[{'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
155,"['G1', 'H1', 'JA']",,2023-04-06 00:54:29,archive,9,show,Similarity JANTRO Unand- Solidaritas,49719,2023-04-06 00:54:29,,570,2023-04-06 00:54:29,http://repository.lppm.unila.ac.id/id/eprint/49719,public,,pub,Antropologi Unand,"[{'placement': 1, 'security': 'public', 'eprintid': 49719, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 295713, 'datasetid': 'document', 'filename': 'Similarity Jantro_Unand.pdf.pdf', 'hash': '6f379d7b3566a8209e6d84b5eb97907e', 'hash_type': 'MD5', 'mtime': '2023-04-05 15:28:29', 'mime_type': 'application/pdf', 'fileid': 538765, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538765', 'objectid': 189355}], 'docid': 189355, 'main': 'Similarity Jantro_Unand.pdf.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189355', 'pos': 1, 'format': 'text'}]",['FISIP3'],other,disk0_bak/00/04/97/19,,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'lineage': None, 'honourific': None, 'family': 'Warganegara'}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
156,"['G1', 'JA']",,2023-04-04 00:56:10,archive,8,show,"Similarity Journal of the Asia-Japan Research Institute of Ritsumeikan University- Merawat Ingatan: Biografi Perintis Jalan Damai Aceh
(Keeping Memory Alive: Short Biographies of Aceh Peace
Negotiators) Volume 1",49595,2023-04-04 00:56:10,,570,2023-04-04 00:56:10,http://repository.lppm.unila.ac.id/id/eprint/49595,public,,pub,"Asia-Japan Research Institute of Ritsumeikan University, Japan","[{'main': 'Similarity_ASIA JAPAN RITSUMEIKAN_WARGANEGARA.pdf.pdf', 'docid': 189228, 'files': [{'filesize': 173033, 'datasetid': 'document', 'mtime': '2023-04-03 14:49:52', 'hash_type': 'MD5', 'filename': 'Similarity_ASIA JAPAN RITSUMEIKAN_WARGANEGARA.pdf.pdf', 'hash': 'bde1b63ac903db9627f5f7775be43c71', 'fileid': 537792, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537792', 'objectid': 189228}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189228', 'eprintid': 49595, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",['FISIP3'],other,disk0_bak/00/04/95/95,,,"[{'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
157,"['G1', 'JA']",,2023-04-06 00:54:33,archive,8,show,Similarity Mimbar- Corruption in Lampung,49721,2023-04-06 00:54:33,,570,2023-04-06 00:54:33,http://repository.lppm.unila.ac.id/id/eprint/49721,public,,pub,Mimbar Unisba,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 49721, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189356', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 189356, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538777', 'datasetid': 'document', 'filesize': 438833, 'mime_type': 'application/pdf', 'fileid': 538777, 'filename': 'Similarity Corruption in Lampung.pdf', 'hash': 'f28e7d4b3c5a9e2bf773720fbb1fae3b', 'mtime': '2023-04-05 15:31:17', 'hash_type': 'MD5'}], 'main': 'Similarity Corruption in Lampung.pdf', 'docid': 189356}]",['FISIP3'],other,disk0_bak/00/04/97/21,,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'family': 'Warganegara', 'honourific': None, 'lineage': None}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
158,"['JA', 'JF']",,2023-04-10 04:15:20,archive,8,show,Similarity- Book Chapter Desentralisasi atau Reseantralisasi- UU N0. 23,50018,2023-04-10 04:15:20,,570,2023-04-10 04:15:20,http://repository.lppm.unila.ac.id/id/eprint/50018,public,,pub,Bulaksumur Empat,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189707', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/541185', 'objectid': 189707, 'filesize': 5494058, 'datasetid': 'document', 'mtime': '2023-04-10 02:24:36', 'hash_type': 'MD5', 'hash': 'c1d8101f2ee859040e0bd1607c029ced', 'filename': 'Similarity_Books Chapter Desentralisasi atau Resentralisasi.pdf', 'fileid': 541185, 'mime_type': 'application/pdf'}], 'main': 'Similarity_Books Chapter Desentralisasi atau Resentralisasi.pdf', 'docid': 189707, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50018}]",['FISIP3'],other,disk0_bak/00/05/00/18,,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warganegara', 'given': 'Arizka'}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
159,"['G1', 'H1', 'JA']",,2023-04-06 08:44:41,archive,9,show,Similarity- Fenomena Relawan Politik dan Potensi Praktik Klientelisme Pada Pemilu 2024 di Provinsi Lampung,49778,2023-04-06 08:44:41,,570,2023-04-06 08:44:41,http://repository.lppm.unila.ac.id/id/eprint/49778,public,,pub,UMA,"[{'eprintid': 49778, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 189413, 'main': 'Gede_Fenomena Relawan Politik.pdf.pdf', 'files': [{'hash': '3a6519366a49a2c123a45e477e981416', 'filename': 'Gede_Fenomena Relawan Politik.pdf.pdf', 'mtime': '2023-04-06 07:52:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 539217, 'filesize': 978979, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/539217', 'objectid': 189413}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189413'}]",['FISIP3'],other,disk0_bak/00/04/97/78,,,"[{'name': {'family': 'Warganegara', 'honourific': None, 'lineage': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
160,"['G1', 'JS']",,2023-04-06 00:54:44,archive,8,show,Similarity- Govt Capacity in Handling Covid,49724,2023-04-06 00:54:44,,570,2023-04-06 00:54:44,http://repository.lppm.unila.ac.id/id/eprint/49724,public,,pub,UMT,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/189360', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 538802, 'mime_type': 'application/pdf', 'mtime': '2023-04-05 15:58:11', 'hash_type': 'MD5', 'hash': 'd42e788d7d283b5fc343ac247702bb36', 'filename': 'Similarity Govt Capacity in Handling Covid.pdf', 'datasetid': 'document', 'filesize': 2637193, 'objectid': 189360, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538802'}], 'docid': 189360, 'main': 'Similarity Govt Capacity in Handling Covid.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 49724}]",['FISIP3'],other,disk0_bak/00/04/97/24,,,"[{'name': {'family': 'Warganegara', 'honourific': None, 'lineage': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
161,['JA'],,2023-04-06 08:44:55,archive,7,show,Similarity- Managing Organizational Conflict in the 2019 Concurrent Election In Palembang,49783,2023-04-06 08:44:55,,570,2023-04-06 08:44:55,http://repository.lppm.unila.ac.id/id/eprint/49783,public,,pub,FISIP UIN Raden Fatah,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 49783, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189418', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 314510, 'mime_type': 'application/pdf', 'fileid': 539260, 'filename': '7688-Article Text-26842-1-10-20210629_Garmien_Arizka.pdf.pdf', 'hash': 'a784376be13e701877ee37b4f5729e42', 'hash_type': 'MD5', 'mtime': '2023-04-06 08:14:23', 'objectid': 189418, 'uri': 'http://repository.lppm.unila.ac.id/id/file/539260'}], 'docid': 189418, 'main': '7688-Article Text-26842-1-10-20210629_Garmien_Arizka.pdf.pdf'}]",['FISIP3'],other,disk0_bak/00/04/97/83,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Warganegara', 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
162,"['G1', 'JF']",,2023-04-06 00:54:53,archive,8,show,Similarity- New Media Incumbency and Malaysian Politics,49726,2023-04-06 00:54:53,,570,2023-04-06 00:54:53,http://repository.lppm.unila.ac.id/id/eprint/49726,public,,pub,TALENTA USU,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189362', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2023-04-05 16:03:42', 'hash_type': 'MD5', 'filename': 'Similarity New Media Incumbency Malaysia.pdf', 'hash': 'e9c50c6351fe7a724e0bed91d0abcd70', 'fileid': 538819, 'mime_type': 'application/pdf', 'filesize': 345415, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/538819', 'objectid': 189362}], 'main': 'Similarity New Media Incumbency Malaysia.pdf', 'docid': 189362, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 49726}]",['FISIP3'],other,disk0_bak/00/04/97/26,,,"[{'name': {'honourific': None, 'family': 'Warganegara', 'lineage': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
163,"['G1', 'JA']",,2023-04-06 00:54:41,archive,8,show,Similarity- Political Geography of Nationalism,49723,2023-04-06 00:54:41,,570,2023-04-06 00:54:41,http://repository.lppm.unila.ac.id/id/eprint/49723,public,,pub,UNJ Jakarta,"[{'docid': 189359, 'main': 'Similarity Political Geography of Nationalism.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/538794', 'objectid': 189359, 'filename': 'Similarity Political Geography of Nationalism.pdf', 'hash': '90d464b0ce77b6ac3d541bcf3b73aece', 'hash_type': 'MD5', 'mtime': '2023-04-05 15:55:40', 'mime_type': 'application/pdf', 'fileid': 538794, 'filesize': 294473, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189359', 'eprintid': 49723, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0_bak/00/04/97/23,,,"[{'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
164,"['G1', 'JA', 'JS']",,2023-04-06 00:54:49,archive,9,show,Similarity- Public Response Covid,49725,2023-04-06 00:54:49,,570,2023-04-06 00:54:49,http://repository.lppm.unila.ac.id/id/eprint/49725,public,,pub,UNTIRTA,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189361', 'docid': 189361, 'main': 'Similarity Public Response Covid.pdf', 'files': [{'datasetid': 'document', 'filesize': 1205430, 'fileid': 538810, 'mime_type': 'application/pdf', 'mtime': '2023-04-05 16:00:37', 'hash_type': 'MD5', 'filename': 'Similarity Public Response Covid.pdf', 'hash': 'c93322553a1a2b5d8400c06713a54761', 'objectid': 189361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538810'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49725, 'security': 'public', 'placement': 1}]",['FISIP3'],other,disk0_bak/00/04/97/25,,,"[{'name': {'honourific': None, 'family': 'Warganegara', 'lineage': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
165,"['G1', 'JA']",,2023-04-11 04:02:44,archive,8,show,"Similarity- Sport Policy Interfaces di Indonesia
Rekomendasi Kebijakan",50189,2023-04-11 04:02:44,,570,2023-04-11 04:02:44,http://repository.lppm.unila.ac.id/id/eprint/50189,public,,pub,Administrasi Negara FISIP Unila,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50189, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189891', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-11 02:28:08', 'filename': 'Similarity Sport Policy Interfaces Rekomendasi Kebijakan.pdf', 'hash': '7184b52ef623ef1b1c1264c05b37663b', 'fileid': 542518, 'mime_type': 'application/pdf', 'filesize': 254343, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542518', 'objectid': 189891}], 'main': 'Similarity Sport Policy Interfaces Rekomendasi Kebijakan.pdf', 'docid': 189891}]",['FISIP3'],other,disk0_bak/00/05/01/89,,,"[{'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
